"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050767","GO:0050767","regulation of neurogenesis","9/113","484/23189",0.018595041322314,3.81593286038177,4.38101586571384,0.000612295249166054,0.199445063769988,0.186963427152803,"Mbp/Fstl4/Slit2/Hapln4/Pak3/Serpine2/Hapln1/Bcan/Hmgb2",9
"GO:0046847","GO:0046847","filopodium assembly","4/113","80/23189",0.05,10.2606194690265,5.80610731239097,0.000635769928029213,0.199445063769988,0.186963427152803,"Fscn1/Spag6/Cln3/Fgd2",4
"GO:0030326","GO:0030326","embryonic limb morphogenesis","5/113","145/23189",0.0344827586206897,7.07628928898383,5.13610758821974,0.000728496031119773,0.199445063769988,0.186963427152803,"Ece1/Hoxd13/Cyp26b1/Fbxw4/Tgfb2",5
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","5/113","145/23189",0.0344827586206897,7.07628928898383,5.13610758821974,0.000728496031119773,0.199445063769988,0.186963427152803,"Ece1/Hoxd13/Cyp26b1/Fbxw4/Tgfb2",5
"GO:0006775","GO:0006775","fat-soluble vitamin metabolic process","3/113","38/23189",0.0789473684210526,16.2009781089893,6.56249607784234,0.000839410527086277,0.199445063769988,0.186963427152803,"Cbr3/Nqo1/Cyp26b1",3
"GO:0042373","GO:0042373","vitamin K metabolic process","2/113","10/23189",0.2,41.0424778761062,8.86266225102941,0.00103245724051894,0.199445063769988,0.186963427152803,"Cbr3/Nqo1",2
"GO:0090091","GO:0090091","positive regulation of extracellular matrix disassembly","2/113","10/23189",0.2,41.0424778761062,8.86266225102941,0.00103245724051894,0.199445063769988,0.186963427152803,"Fscn1/Tgfb2",2
"GO:0010977","GO:0010977","negative regulation of neuron projection development","5/113","160/23189",0.03125,6.41288716814159,4.80775167873262,0.00113245560701547,0.199445063769988,0.186963427152803,"Mbp/Fstl4/Slit2/Pmp22/Crmp1",5
"GO:0070099","GO:0070099","regulation of chemokine-mediated signaling pathway","2/113","11/23189",0.181818181818182,37.3113435237329,8.42929559803997,0.00125787681418643,0.199445063769988,0.186963427152803,"Slit2/Rnf113a2",2
"GO:0002052","GO:0002052","positive regulation of neuroblast proliferation","3/113","44/23189",0.0681818181818182,13.9917538213998,6.0360958945865,0.00129015289481086,0.199445063769988,0.186963427152803,"Hapln4/Hapln1/Bcan",3
"GO:0009111","GO:0009111","vitamin catabolic process","2/113","12/23189",0.166666666666667,34.2020648967552,8.05040462517425,0.00150465085147897,0.199445063769988,0.186963427152803,"Cbr3/Cyp26b1",2
"GO:0071803","GO:0071803","positive regulation of podosome assembly","2/113","12/23189",0.166666666666667,34.2020648967552,8.05040462517425,0.00150465085147897,0.199445063769988,0.186963427152803,"Fscn1/Arhgef5",2
"GO:0043525","GO:0043525","positive regulation of neuron apoptotic process","4/113","104/23189",0.0384615384615385,7.8927842069435,4.92988756888899,0.00169026773579327,0.199445063769988,0.186963427152803,"Nqo1/Pak3/Casp7/Tgfb2",4
"GO:0032060","GO:0032060","bleb assembly","2/113","13/23189",0.153846153846154,31.571136827774,7.71533213012917,0.00177256959274786,0.199445063769988,0.186963427152803,"Pmp22/Emp1",2
"GO:0050770","GO:0050770","regulation of axonogenesis","5/113","178/23189",0.0280898876404494,5.76439296012727,4.4651950194491,0.00181269856640726,0.199445063769988,0.186963427152803,"Mbp/Fstl4/Slit2/Pak3/Brsk1",5
"GO:0035107","GO:0035107","appendage morphogenesis","5/113","182/23189",0.0274725274725275,5.63770300495964,4.3954083967137,0.00199742407048085,0.199445063769988,0.186963427152803,"Ece1/Hoxd13/Cyp26b1/Fbxw4/Tgfb2",5
